id_aluno,genero,ano_nasc,ano_ingresso,tipo_instituicao,pedra,inde,cf,ct,n_av,avaliador_1,rec_av_1,avaliador_2,rec_av_2,avaliador_3,rec_av_3,avaliador_4,rec_av_4,iaa,ieg,ips,rec_psicologia,ida,matem,portug,ingles,indicado_bolsa,ipv,ian,destaque_ieg,destaque_ida,destaque_ipv,ano,ipp,avaliador_5,avaliador_6,escola,fase,fase_ideal,fase_grupo,idade,tempo_vinculo,defas,atingiu_pv,em_risco
344,1,2011.0,2019,Escola Pública,Ametista,7.263,60.0,6.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,8.3,7.5,Não atendido,4.5,2.3,6.7,,Não,7.5,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,6.029999999999998,,,,2.0,2.0,fase_0_7,11.0,3,0.0,False,False
345,1,2009.0,2021,Escola Pública,Quartzo,5.75,139.0,12.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.5,5.4,5.6,Requer avaliação,3.6,1.3,5.8,,Não,6.667,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,6.065999999999994,,,,2.0,3.0,fase_0_7,13.0,1,-1.0,False,True
345,1,2009.0,2021,Pública,Agata,6.534766667,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,6.8,6.26,,4.6,5.7,5.7,2.5,,7.1725,5.0,,,,2023,8.125,,,,3.0,4.0,fase_0_7,14.0,2,-1.0,False,True
346,1,2012.0,2022,Escola Pública,Topázio,8.143,14.0,2.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,10.0,9.1,7.5,Não atendido,7.0,6.0,8.0,,Não,7.889,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,5.952000000000002,,,,2.0,2.0,fase_0_7,10.0,0,0.0,False,False
346,1,2012.0,2022,Pública,Ametista,7.305541667,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,9.4,8.14,,6.2,6.7,5.5,6.5,,7.84,10.0,,,,2023,7.96875,,,,3.0,2.0,fase_0_7,11.0,1,1.0,False,False
346,1,2012.0,2022,Pública,Ametista,7.761749603200001,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,10.002,9.149206349333332,2.51,,6.166666666666667,6.0,4.5,8.0,,8.2525,10.0,,,,2024,7.96875,,,Rede Decisão - Unidade União,3.0,3.0,fase_0_7,12.0,2,0.0,False,False
347,0,2010.0,2019,Escola Pública,Ametista,7.908,24.0,4.0,3.0,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.0,10.0,5.6,Sem limitações,8.5,8.5,8.5,,Sim,8.0,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,6.480000000000006,,,,2.0,3.0,fase_0_7,12.0,3,-1.0,False,True
347,0,2010.0,2019,Pública,Ametista,7.61835,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,6.7,9.5,2.52,,7.3,6.7,6.2,9.0,,7.7925,10.0,,,,2023,7.8125,,,,3.0,3.0,fase_0_7,13.0,4,0.0,False,False
347,0,2010.0,2021,Pública,Topázio,8.384742583733333,,,5.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,Avaliador-1,,8.751,9.673046252,6.885,,7.666666666666667,6.5,7.5,9.0,,7.766,10.0,,,,2024,8.0,Avaliador-5,,EE Leonice de Aquino Oliveira,4.0,3.0,fase_0_7,14.0,3,1.0,False,False
348,1,2010.0,2022,Escola Pública,Quartzo,5.864,135.0,11.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,8.7,7.5,Sem limitações,1.8,0.5,3.0,,Não,5.833,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,4.474,,,,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
348,1,2010.0,2022,Pública,Agata,6.817866667,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,8.7,2.52,,4.4,2.0,6.7,,,8.0075,5.0,,,,2023,8.541666667,,,,2.0,3.0,fase_0_7,13.0,1,-1.0,False,True
349,1,2010.0,2021,Escola Pública,Quartzo,5.658,143.0,13.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.5,7.7,7.5,Sem limitações,3.7,2.2,5.2,,Não,3.944,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,3.8919999999999977,,,,2.0,3.0,fase_0_7,12.0,1,-1.0,False,True
35,0,2005.0,2019,Rede Decisão,Topázio,8.965,1.0,1.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-28,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,10.0,9.6,9.4,Sem limitações,8.5,9.0,7.1,9.3,Não,10.0,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,9.049999999999994,,,,6.0,7.0,fase_0_7,17.0,3,-1.0,True,True
35,0,2005.0,2019,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,,,8.0,8.0,fase_8,18.0,4,0.0,False,False
35,0,2005.0,2021,Privada *Parcerias com Bolsa 100%,,,,,0.0,,,,,,,,,,,,,,,,,,,10.0,,,,2024,,,,ESPM,8.0,8.0,fase_8,19.0,3,0.0,False,False
350,0,2011.0,2022,Escola Pública,Topázio,8.206,10.0,2.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,,,10.0,8.8,7.5,Não atendido,6.5,7.0,6.0,,Não,8.611,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,6.737999999999991,,,,2.0,2.0,fase_0_7,11.0,0,0.0,True,False
350,0,2011.0,2022,Pública,Ametista,7.972033333,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,9.7,2.52,,9.0,8.8,9.2,,,7.92,5.0,,,,2023,8.958333333,,,,2.0,3.0,fase_0_7,12.0,1,-1.0,False,True
351,1,2008.0,2022,Escola Pública,Ágata,6.622,107.0,7.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,,,9.0,7.2,7.5,Não atendido,4.0,3.2,4.8,,Não,8.111,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,6.09799999999999,,,,2.0,4.0,fase_0_7,14.0,0,-2.0,False,True
352,1,2011.0,2019,Escola Pública,Ametista,7.834,31.0,4.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,,,9.0,8.1,5.6,Requer avaliação,7.0,7.3,6.7,,Não,8.389,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,6.761999999999997,,,,2.0,2.0,fase_0_7,11.0,3,0.0,True,False
352,1,2011.0,2019,Pública,Ametista,7.840341667,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,8.1,6.26,,7.2,8.2,6.0,7.5,,7.17,10.0,,,,2023,7.96875,,,,3.0,3.0,fase_0_7,12.0,4,0.0,False,False
352,1,2011.0,2021,Pública,Quartzo,5.9794829346,,,4.0,Avaliador-22,,Avaliador-26,,Avaliador-1,,Avaliador-5,,8.334,4.453748006333333,6.26,,3.1666666666666665,2.0,5.5,2.0,,6.7925,10.0,,,,2024,6.375,,,EE Loris Nassif Mattar Profa,4.0,3.0,fase_0_7,13.0,3,1.0,False,False
353,0,2011.0,2022,Escola Pública,Topázio,8.264,7.0,1.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,,,7.0,10.0,7.5,Não atendido,7.5,8.0,7.0,,Não,8.444,10.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,6.2519999999999865,,,,2.0,2.0,fase_0_7,11.0,0,0.0,True,False
353,0,2011.0,2022,Pública,Topázio,8.309016667,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,9.9,2.52,,8.4,8.5,7.3,9.5,,8.67,10.0,,,,2023,7.8125,,,,3.0,3.0,fase_0_7,12.0,1,0.0,False,False
354,0,2009.0,2018,Escola Pública,Quartzo,5.858,136.0,9.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,,,8.5,4.3,7.5,Não atendido,4.5,2.8,6.2,,Não,7.333,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,5.3139999999999965,,,,2.0,3.0,fase_0_7,13.0,4,-1.0,False,True
355,0,2010.0,2018,Escola Pública,Quartzo,5.379,151.0,11.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,,,5.8,5.0,7.5,Não atendido,4.5,5.5,3.5,,Não,6.056,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,4.377999999999993,,,,2.0,3.0,fase_0_7,12.0,4,-1.0,False,True
356,1,2010.0,2019,Escola Pública,Ágata,6.69,97.0,6.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,,,10.0,8.4,5.0,Requer avaliação,4.6,5.3,3.8,,Não,8.278,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,4.34400000000001,,,,2.0,3.0,fase_0_7,12.0,3,-1.0,False,True
356,1,2010.0,2019,Pública,Agata,6.452008333,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,8.5,2.52,,3.4,4.3,4.5,1.3,,6.5025,10.0,,,,2023,6.09375,,,,3.0,3.0,fase_0_7,13.0,4,0.0,False,False
356,1,2010.0,2021,Pública,Agata,6.627336016533334,,,4.0,Avaliador-22,,Avaliador-26,,Avaliador-1,,Avaliador-5,,8.334,6.656346749333334,5.635,,5.333333333333333,1.0,7.0,8.0,,6.5375,10.0,,,,2024,5.25,,,EE Alexandre Rodrigues Nogueira,4.0,3.0,fase_0_7,14.0,3,1.0,False,False
357,1,2010.0,2022,Escola Pública,Ametista,7.836,30.0,3.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,,,8.0,9.6,7.5,Não atendido,8.5,10.0,7.0,,Não,7.778,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,6.104000000000003,,,,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
357,1,2010.0,2022,Pública,Topázio,8.2832,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.6,7.52,,8.7,8.7,8.7,,,8.23,5.0,,,,2023,8.75,,,,2.0,3.0,fase_0_7,13.0,1,-1.0,False,True
357,1,2010.0,2022,Pública,Ametista,7.731569404200001,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,Avaliador-17,,8.751,9.028180354333331,8.135,,7.666666666666667,8.5,7.0,7.5,,7.0825,5.0,,,,2024,7.875,,,EE Joaquim Mendes Feliz,3.0,4.0,fase_0_7,14.0,2,-1.0,False,True
358,1,2009.0,2022,Escola Pública,Quartzo,5.412,150.0,10.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,,,7.5,6.5,7.5,Não atendido,0.0,0.0,0.0,,Não,7.556,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,6.0080000000000044,,,,2.0,3.0,fase_0_7,13.0,0,-1.0,False,True
359,0,2010.0,2019,Escola Pública,Ágata,6.606,108.0,8.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,,,9.0,7.0,7.5,Não atendido,4.6,3.3,5.8,,Não,7.5,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,6.359999999999992,,,,2.0,3.0,fase_0_7,12.0,3,-1.0,False,True
359,0,2010.0,2019,Pública,Ametista,7.627125,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,9.2,2.52,,5.8,6.0,6.7,4.7,,8.255,10.0,,,,2023,7.65625,,,,3.0,3.0,fase_0_7,13.0,4,0.0,False,False
359,0,2010.0,2021,Pública,Ametista,7.492006349133335,,,3.0,Avaliador-21,,Avaliador-20,,Avaliador-26,,,,9.168,7.162698412666667,6.26,,5.5,4.0,4.5,8.0,,8.333333333,10.0,,,,2024,7.5,,,EE Joaquim Mendes Feliz,4.0,3.0,fase_0_7,14.0,3,1.0,False,False
36,0,2005.0,2019,Rede Decisão,Ametista,7.876,7.0,7.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-28,Mantido na Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,9.2,9.0,6.9,Sem limitações,6.8,8.5,4.3,7.8,Não,8.944,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,8.171999999999997,,,,6.0,7.0,fase_0_7,17.0,3,-1.0,True,True
36,0,2005.0,2019,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,,,8.0,8.0,fase_8,18.0,4,0.0,False,False
36,0,2005.0,2021,Privada *Parcerias com Bolsa 100%,,,,,0.0,,,,,,,,,,,,,,,,,,,10.0,,,,2024,,,,Universidade Santo Amaro (UNISA),8.0,8.0,fase_8,19.0,3,0.0,False,False
360,0,2010.0,2019,Escola Pública,Ametista,7.075,70.0,5.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,,,9.5,8.5,7.5,Não atendido,5.2,4.7,5.7,,Não,7.5,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,6.349999999999998,,,,2.0,3.0,fase_0_7,12.0,3,-1.0,False,True
360,0,2010.0,2019,Pública,Quartzo,5.790875,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,7.3,2.52,,4.3,5.3,4.8,2.8,,7.4225,10.0,,,,2023,7.34375,,,,3.0,3.0,fase_0_7,13.0,4,0.0,False,False
360,0,2010.0,2021,Pública,Agata,6.293175689166667,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,8.334,5.618045113,5.0,,5.833333333333333,4.0,6.0,7.5,,6.993333333,5.0,,,,2024,7.708333333,,,EE Paschoal Carlos Magno,3.0,4.0,fase_0_7,14.0,3,-1.0,False,True
361,0,2009.0,2022,Escola Pública,Ágata,6.731,93.0,16.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,7.9,9.2,6.3,Sem limitações,5.0,4.0,6.0,,Não,6.778,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,6.154000000000002,,,,2.0,3.0,fase_0_7,13.0,0,-1.0,False,True
362,0,2010.0,2018,Escola Pública,Ametista,7.413,51.0,7.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.5,7.9,7.5,Sem limitações,7.9,6.5,9.3,,Não,7.5,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,6.530000000000005,,,,2.0,3.0,fase_0_7,12.0,4,-1.0,False,True
362,0,2010.0,2018,Pública,Agata,6.392625,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,7.5,7.52,,5.1,5.7,6.8,2.8,,7.0875,10.0,,,,2023,7.03125,,,,3.0,3.0,fase_0_7,13.0,5,0.0,False,False
363,1,2010.0,2022,Escola Pública,Ágata,6.644,104.0,17.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,10.0,10.0,6.9,Sem limitações,2.0,1.0,3.0,,Não,7.056,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,6.428000000000003,,,,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
363,1,2010.0,2022,Pública,Agata,6.680833333,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.9,2.52,,6.8,6.8,6.8,,,8.673333333,5.0,,,,2023,8.541666667,,,,2.0,3.0,fase_0_7,13.0,1,-1.0,False,True
363,1,2010.0,2022,Privada,Ametista,7.617803571466666,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,9.585,9.523809524,5.625,,5.333333333333333,4.0,3.5,8.5,,6.955,10.0,,,,2024,7.34375,,,Colégio Nogueira e Sonho de Criança,3.0,3.0,fase_0_7,14.0,2,0.0,False,False
364,1,2011.0,2019,Escola Pública,Topázio,8.75,1.0,1.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-2,Mantido na Fase atual,Avaliador-15,Promovido de Fase,,,9.5,10.0,7.5,Sem limitações,8.8,9.5,8.0,,Não,8.167,10.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,6.56600000000001,,,,2.0,2.0,fase_0_7,11.0,3,0.0,False,False
364,1,2011.0,2019,Pública,Ametista,7.734891667,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,8.8,9.0,6.89,,5.8,8.0,5.2,4.3,,7.505,10.0,,,,2023,7.03125,,,,3.0,3.0,fase_0_7,12.0,4,0.0,False,False
364,1,2011.0,2021,Pública,Topázio,8.2697037582,,,4.0,Avaliador-21,,Avaliador-16,,Avaliador-26,,Avaliador-7,,8.751,9.526143791,7.51,,7.5,8.0,5.0,9.5,,7.2075,10.0,,,,2024,7.96875,,,EE Leonice de Aquino Oliveira,3.0,3.0,fase_0_7,13.0,3,0.0,False,False
365,0,2012.0,2022,Escola Pública,Topázio,8.063,17.0,3.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,8.0,10.0,5.0,Sem limitações,7.8,6.0,9.5,,Não,7.833,10.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,6.364000000000001,,,,2.0,2.0,fase_0_7,10.0,0,0.0,False,False
365,0,2012.0,2022,Pública,Topázio,8.6587,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,9.9,2.52,,8.7,8.2,9.2,,,8.953333333,10.0,,,,2023,8.958333333,,,,2.0,2.0,fase_0_7,11.0,1,0.0,False,False
365,0,2012.0,2022,Pública,Topázio,8.526983333333334,,,5.0,Avaliador-16,,Avaliador-26,,Avaliador-22,,Avaliador-10,,9.585,10.0,7.51,,6.666666666666667,8.0,7.0,5.0,,8.202,10.0,,,,2024,8.4375,Avaliador-25,,EE Loris Nassif Mattar Profa,3.0,2.0,fase_0_7,12.0,2,1.0,False,False
366,1,2010.0,2022,Escola Pública,Ametista,7.181,67.0,9.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.5,9.4,7.5,Sem limitações,5.5,6.0,5.0,,Não,6.833,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,6.343999999999994,,,,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
367,0,2010.0,2018,Escola Pública,Ágata,6.95,76.0,14.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,7.4,6.3,Sem limitações,6.7,5.2,8.2,,Não,7.5,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,6.500000000000004,,,,2.0,3.0,fase_0_7,12.0,4,-1.0,False,True
367,0,2010.0,2018,Pública,Ametista,7.38685,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,8.8,8.7,2.52,,5.9,7.0,5.5,5.2,,7.7925,10.0,,,,2023,7.8125,,,,3.0,3.0,fase_0_7,13.0,5,0.0,False,False
367,0,2010.0,2021,Pública,Ametista,7.209434085200001,,,4.0,Avaliador-22,,Avaliador-26,,Avaliador-1,,Avaliador-5,,9.168,7.268170426,6.26,,5.0,2.0,5.5,7.5,,7.6275,10.0,,,,2024,6.875,,,EE Leonice de Aquino Oliveira,4.0,3.0,fase_0_7,14.0,3,1.0,False,False
368,1,2009.0,2018,Rede Decisão,Ágata,6.969,74.0,12.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.0,7.9,5.0,Requer avaliação,7.3,5.5,9.0,,Não,7.5,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,6.2900000000000045,,,,2.0,3.0,fase_0_7,13.0,4,-1.0,False,True
368,1,2009.0,2018,Pública,Quartzo,5.796458333,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,7.7,2.52,,6.7,5.0,7.2,7.8,,7.34,5.0,,,,2023,7.03125,,,,3.0,4.0,fase_0_7,14.0,5,-1.0,False,True
368,1,2009.0,2021,Pública,Agata,6.782158333333333,,,4.0,Avaliador-21,,Avaliador-16,,Avaliador-26,,Avaliador-7,,7.917,6.166666666666667,7.51,,7.0,4.5,7.0,9.5,,6.7025,5.0,,,,2024,7.65625,,,EE João Ortiz Rodrigues,3.0,4.0,fase_0_7,15.0,3,-1.0,False,True
369,1,2011.0,2022,Escola Pública,Ágata,6.973,73.0,11.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,6.9,7.5,Sem limitações,4.8,4.0,5.5,,Não,6.889,10.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,6.051999999999991,,,,2.0,2.0,fase_0_7,11.0,0,0.0,False,False
369,1,2011.0,2022,Pública,Agata,6.0197,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,4.1,5.0,,4.0,5.0,3.0,,,7.726666667,5.0,,,,2023,8.541666667,,,,2.0,3.0,fase_0_7,12.0,1,-1.0,False,True
369,1,2011.0,2022,Pública,Quartzo,5.667282265,,,5.0,Avaliador-16,,Avaliador-26,,Avaliador-22,,Avaliador-10,,8.751,4.908119658333334,7.51,,1.6666666666666667,0.0,0.0,5.0,,5.428,10.0,,,,2024,6.40625,Avaliador-25,,EE Leonice de Aquino Oliveira,3.0,3.0,fase_0_7,13.0,2,0.0,False,False
37,0,2005.0,2019,Rede Decisão,Quartzo,4.95,18.0,18.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase + Bolsa,Avaliador-31,Promovido de Fase,0.0,5.4,5.0,Sem limitações,5.9,2.3,5.3,10.0,Não,5.222,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,6.456,,,,6.0,7.0,fase_0_7,17.0,3,-1.0,False,True
370,0,2010.0,2018,Rede Decisão,Ametista,7.066,71.0,10.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.5,8.2,5.0,Requer avaliação,7.2,5.2,9.2,,Não,7.611,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,6.138000000000004,,,,2.0,3.0,fase_0_7,12.0,4,-1.0,False,True
371,0,2012.0,2022,Escola Pública,Topázio,8.112,16.0,2.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.5,8.0,6.9,Sem limitações,8.4,7.8,9.0,,Não,7.667,10.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,6.58599999999999,,,,2.0,2.0,fase_0_7,10.0,0,0.0,False,False
372,1,2012.0,2021,Escola Pública,Ametista,7.304,57.0,8.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,5.5,6.9,Sem limitações,7.8,8.3,7.2,,Não,7.389,10.0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,6.261999999999999,,,,2.0,2.0,fase_0_7,10.0,1,0.0,False,False
