id_aluno,ano,ieg,ida,ipv
697,2022,9.3,8.4,8.083
698,2022,9.8,8.1,8.083
698,2023,9.9,5.7,8.113333333
698,2024,8.3214285715,4.5,7.273333333
699,2022,9.2,7.1,6.0
699,2023,8.3,6.0,6.173333333
699,2024,7.727272727000001,6.5,5.833333333
700,2022,8.7,9.2,7.083
700,2023,9.7,7.8,9.84
700,2024,9.564393939,5.25,7.0
701,2022,9.3,8.7,7.417
701,2023,9.9,7.2,7.68
702,2022,8.6,6.8,7.0
702,2023,10.0,9.3,7.833333333
702,2024,9.75,9.25,7.163333333
703,2022,7.4,5.1,6.833
703,2023,8.4,4.6,6.16
704,2022,8.6,7.2,6.583
704,2023,9.9,6.1,6.265
704,2024,8.646245059,6.5,6.616666667
705,2022,6.2,7.1,6.333
705,2023,8.3,8.8,8.165
705,2024,6.4285714285,3.5,4.226666667
706,2022,6.7,9.1,8.417
706,2023,7.8,7.3,8.08
706,2024,7.1428571430000005,3.25,7.0
707,2022,8.1,8.5,8.083
707,2023,9.8,6.5,7.946666667
707,2024,7.7236842105,6.5,6.415
708,2022,8.4,7.3,7.583
708,2023,9.8,9.2,8.28
709,2022,3.5,2.3,7.083
709,2023,7.9,4.9,6.59
709,2024,7.994071146,6.0,6.773333333
710,2022,8.9,6.9,8.0
710,2023,9.0,6.5,7.113333333
710,2024,8.170995671,6.75,6.5375
711,2022,7.9,3.5,6.0
712,2022,5.1,8.0,5.833
712,2023,5.6,6.7,6.836666667
712,2024,5.983436853,6.75,6.04
713,2022,8.7,7.8,7.25
713,2023,9.6,7.5,8.166666667
713,2024,7.525879916999999,6.75,6.79
714,2022,6.9,8.0,7.25
714,2023,8.0,7.4,7.223333333
714,2024,6.873706004,4.0,6.9975
715,2022,8.7,4.9,7.917
715,2023,9.5,5.4,7.675
715,2024,5.250626566499999,2.75,4.67
716,2022,8.1,6.7,5.417
716,2023,8.7,5.6,7.443333333
716,2024,5.5335968375,5.75,5.7875
717,2022,7.3,5.4,7.917
717,2023,8.5,5.9,8.446666667
718,2022,8.9,9.2,7.417
718,2023,9.1,7.8,8.39
718,2024,9.5138888885,9.5,7.946666667
719,2022,4.6,4.2,6.083
719,2023,5.3,5.9,7.095
719,2024,7.3484848485,6.5,6.7425
720,2022,5.9,7.6,7.083
721,2022,8.1,7.6,7.917
721,2023,9.5,8.4,8.443333333
721,2024,9.5445134575,8.25,8.755
722,2022,8.1,8.1,8.333
722,2023,9.6,6.4,8.67
723,2022,6.6,5.5,8.167
724,2022,5.9,5.6,8.0
725,2022,5.9,5.0,5.5
725,2023,9.0,8.4,8.113333333
725,2024,7.6710526315,7.25,6.773333333
726,2022,7.5,4.4,6.583
726,2023,6.1,6.0,8.17
727,2022,7.7,8.4,6.75
727,2023,8.8,8.0,9.34
727,2024,8.4848484845,8.5,8.056666667
728,2022,7.3,9.1,8.167
729,2022,8.7,8.1,7.25
729,2023,9.1,8.6,7.01
729,2024,8.4166666665,6.0,7.5
730,2022,8.2,8.3,8.25
730,2023,8.7,7.8,8.67
730,2024,7.152777778,9.5,8.666666667
731,2022,8.5,7.3,7.083
731,2023,7.6,6.8,7.45
731,2024,4.188311688500001,2.5,4.835
732,2022,7.9,7.2,7.5
733,2022,8.5,5.1,6.917
733,2023,8.7,6.2,8.893333333
733,2024,10.0,9.25,9.085
734,2022,7.2,7.3,7.417
734,2023,8.0,6.9,7.446666667
735,2022,9.0,7.3,8.583
735,2023,9.0,8.1,8.393333333
735,2024,9.7826086955,8.0,7.705
736,2022,8.5,5.4,7.0
736,2023,9.5,6.7,8.11
737,2022,9.2,9.0,9.167
737,2023,7.8,7.5,7.783333333
737,2024,8.6542443065,9.25,8.0
738,2022,8.1,5.7,7.5
738,2023,9.3,6.0,8.336666667
738,2024,7.292490119,7.25,7.39
739,2022,7.3,5.9,7.083
739,2023,8.3,7.6,8.25
740,2022,9.0,7.2,7.5
740,2023,8.7,9.1,8.925
740,2024,9.555335968,8.0,8.223333333
741,2022,8.4,6.3,7.417
741,2023,6.9,5.1,7.095
741,2024,5.2964426875,3.75,4.223333333
742,2022,8.7,7.3,7.5
742,2023,7.6,7.5,10.01
743,2022,7.9,4.8,7.5
743,2023,9.1,7.1,9.01
743,2024,9.2727272725,7.0,7.5
744,2022,9.7,6.2,7.5
745,2022,8.5,8.1,7.75
745,2023,9.3,7.0,8.893333333
745,2024,10.0,8.5,8.17
746,2022,9.1,7.2,7.417
746,2023,8.0,7.2,7.113333333
746,2024,7.4305555555,8.0,7.33
747,2022,7.6,8.8,7.917
747,2023,8.0,3.1,6.94
747,2024,8.095238095,2.25,5.335
748,2022,9.0,9.1,8.25
748,2023,9.7,9.1,10.01
748,2024,10.0,7.75,8.005
749,2022,7.7,8.8,7.25
749,2023,9.0,7.3,8.425
749,2024,9.7368421055,8.75,7.665
750,2022,8.9,6.8,5.167
750,2023,7.7,3.4,6.32
750,2024,5.938735178,3.75,3.176666667
751,2022,5.8,3.8,6.167
752,2022,9.0,9.5,8.417
752,2023,9.9,6.4,9.23
752,2024,7.525879916999999,5.75,5.613333333
753,2022,8.6,9.1,8.417
753,2023,9.9,9.0,9.925
753,2024,9.047619048,8.5,8.255
754,2022,5.8,7.9,6.917
754,2023,6.1,5.6,6.67
754,2024,6.25,6.25,4.75
755,2022,9.2,9.5,8.083
755,2023,9.5,9.2,10.01
755,2024,10.0,9.75,9.09
756,2022,7.9,5.7,7.25
756,2023,8.7,6.1,6.59
756,2024,8.75,5.5,7.24
757,2022,9.3,9.7,8.5
757,2023,9.6,9.3,10.01
757,2024,9.285714286,7.0,8.34
758,2022,9.1,8.1,8.333
759,2022,8.6,7.5,7.833
760,2022,9.2,8.8,8.917
760,2023,8.8,6.3,7.84
760,2024,7.090909091,5.0,6.158
761,2022,9.4,8.2,8.25
761,2023,9.7,8.4,8.12
761,2024,8.8636363635,7.25,8.003333333
762,2022,9.7,6.7,7.083
762,2023,9.1,5.8,7.67
762,2024,6.4239130435,3.75,5.7525
763,2022,9.7,6.5,7.167
763,2023,9.2,7.9,9.0
763,2024,8.8636363635,5.25,6.825
764,2022,8.8,7.5,7.667
764,2023,9.2,7.8,8.56
764,2024,7.8804347825,6.0,8.336666667
765,2022,9.3,4.3,7.417
766,2022,9.5,8.7,8.333
766,2023,8.7,8.7,8.336666667
767,2022,9.0,7.0,7.583
767,2023,8.3,6.3,7.446666667
767,2024,9.0476190475,8.25,8.085
768,2022,10.0,7.1,7.583
768,2023,9.1,7.9,10.01
768,2024,7.9841897235,5.5,7.495
769,2022,7.5,7.9,8.5
769,2023,9.3,8.0,8.675
769,2024,5.9523809525,6.0,8.33
770,2022,8.9,8.3,7.333
770,2023,8.3,5.9,8.92
770,2024,9.022556391,5.0,7.5
771,2022,8.3,7.0,7.5
771,2023,8.8,8.2,8.585
771,2024,6.619047619,6.5,6.08
772,2022,5.4,9.2,7.25
772,2023,7.2,4.8,8.003333333
773,2022,6.8,8.1,7.083
773,2023,7.5,7.9,7.67
773,2024,8.75,5.0,6.575
774,2022,7.8,6.1,7.417
774,2023,9.5,6.9,6.34
774,2024,6.3928571430000005,3.75,6.405
775,2022,5.7,5.7,6.417
776,2022,4.3,1.7,6.333
776,2023,7.0,3.5,7.223333333
776,2024,5.9523809525,0.0,6.5
777,2022,7.7,5.3,7.0
777,2023,9.3,6.3,8.84
777,2024,8.7757437075,4.5,7.723333333
778,2022,6.7,7.1,8.833
778,2023,7.9,8.2,8.62
778,2024,8.1235697945,7.0,7.7475
779,2022,5.0,2.6,7.083
780,2022,7.6,6.9,7.167
780,2023,8.8,8.3,8.675
780,2024,10.0,6.0,8.17
781,2022,8.9,8.3,7.75
781,2023,9.8,7.9,9.116666667
781,2024,9.75,7.25,8.506666667
782,2022,8.4,6.0,7.0
782,2023,9.8,7.5,9.345
782,2024,7.857142856999999,7.75,8.085
783,2022,5.8,6.0,6.917
783,2023,6.8,8.9,7.925
784,2022,10.0,8.2,9.25
784,2023,9.5,7.3,8.783333333
784,2024,9.7727272725,8.75,9.4
785,2022,8.6,8.4,7.667
785,2023,8.5,8.8,8.67
785,2024,10.0,9.0,8.893333333
786,2022,9.5,6.1,7.167
787,2022,9.5,3.4,7.25
787,2023,9.8,5.9,8.34
787,2024,9.75,7.25,7.325
788,2022,9.3,8.0,8.667
788,2023,9.8,6.9,8.283333333
788,2024,9.519450801,5.75,7.783333333
789,2022,9.4,4.2,7.417
789,2023,9.5,7.9,10.01
789,2024,9.047619048,5.25,8.085
790,2022,8.9,7.8,7.417
790,2023,8.1,7.4,8.286666667
790,2024,6.811594203,6.75,6.883333333
791,2022,8.7,6.5,8.5
791,2023,8.1,5.3,7.723333333
792,2022,8.0,6.2,7.167
792,2023,7.7,7.2,9.085
792,2024,5.2865612650000005,3.25,7.075
793,2022,7.6,6.0,7.333
794,2022,8.9,4.1,7.333
794,2023,9.2,6.2,10.01
794,2024,6.9047619045,3.0,8.255
795,2022,9.7,7.3,7.333
795,2023,9.6,8.2,10.01
795,2024,9.761904762,9.5,8.085
796,2022,9.3,5.4,7.667
796,2023,9.8,5.5,8.336666667
796,2024,8.2212885155,5.25,7.326666667
797,2022,8.5,7.3,7.5
797,2023,8.6,7.5,7.233333333
797,2024,4.840909091,7.25,6.723333333
798,2022,8.3,6.3,7.667
798,2023,8.1,6.1,6.95
798,2024,3.5064935065,4.75,2.943333333
799,2022,9.6,7.8,7.917
799,2023,9.6,8.3,8.17
799,2024,9.090909091,5.25,7.5
800,2022,5.4,6.1,7.5
801,2022,6.6,6.8,7.5
801,2023,7.5,7.6,7.12
801,2024,5.75,8.0,5.745
802,2022,9.0,8.3,8.333
802,2023,9.3,9.4,7.506666667
802,2024,7.012987013,8.75,6.723333333
803,2022,7.2,6.3,7.417
804,2022,8.4,4.8,7.667
804,2023,8.6,6.9,7.173333333
805,2022,9.0,8.8,7.333
805,2023,9.1,6.8,7.175
805,2024,9.523809524,6.0,6.7075
806,2022,7.3,6.6,7.917
806,2023,8.3,7.8,7.095
806,2024,6.9047619045,6.75,6.875
807,2022,8.7,9.0,7.5
807,2023,9.1,8.0,8.08
807,2024,7.857142856999999,7.0,7.125
808,2022,9.1,9.3,8.0
808,2023,10.0,8.7,9.755
808,2024,10.0,8.75,7.88
809,2022,6.6,6.3,7.417
810,2022,9.1,9.6,7.25
810,2023,8.5,6.9,7.836666667
810,2024,9.4736842105,9.0,7.7525
811,2022,5.7,7.3,7.667
812,2022,8.1,7.4,7.333
812,2023,9.1,5.8,8.33
813,2022,6.5,6.0,7.417
813,2023,8.4,3.9,8.06
814,2022,9.0,7.5,8.417
814,2023,9.6,8.2,9.226666667
814,2024,9.090909091,7.5,7.053333333
815,2022,7.9,6.5,7.0
815,2023,8.6,6.5,7.063333333
816,2022,9.3,9.6,9.417
816,2023,9.8,8.9,9.283333333
816,2024,9.7727272725,9.25,8.786666667
817,2022,8.7,7.1,7.417
817,2023,8.8,5.4,7.89
818,2022,7.3,6.2,7.5
818,2023,8.4,6.2,7.613333333
819,2022,7.9,7.3,7.333
819,2023,8.3,9.5,8.893333333
819,2024,7.784679089,9.0,8.503333333
820,2022,10.0,6.0,7.583
820,2023,7.4,8.9,8.28
820,2024,6.573529412,6.25,6.386666667
821,2022,7.0,4.6,6.917
821,2024,5.9166666665,4.25,6.713333333
822,2022,8.4,6.1,7.083
822,2023,8.4,7.1,5.925
822,2024,4.6245059285,6.75,6.61
823,2022,6.0,2.8,7.167
824,2022,4.4,6.0,7.333
825,2022,8.2,7.6,7.917
826,2022,9.6,5.4,7.5
826,2023,10.0,7.3,8.34
826,2024,10.0,6.75,8.59
827,2022,7.0,7.6,8.667
827,2023,8.1,8.1,8.73
827,2024,9.7826086955,7.25,7.875
828,2022,7.1,6.9,7.833
829,2022,8.6,7.8,7.5
829,2023,9.4,8.4,9.23
829,2024,9.75,8.0,9.215
830,2022,8.6,6.0,7.5
830,2023,8.9,8.3,9.505
830,2024,7.619047619,6.75,7.335
831,2022,9.2,7.2,7.167
831,2023,9.4,8.3,8.59
831,2024,9.523809524,7.75,8.17
832,2022,9.2,8.8,8.833
832,2023,9.5,8.5,8.283333333
832,2024,8.695652174,8.0,7.5
833,2022,9.5,7.8,7.583
833,2023,9.5,7.4,8.56
833,2024,9.3271221535,8.0,7.946666667
834,2022,9.0,9.0,9.083
834,2023,9.9,9.2,9.283333333
834,2024,9.109730849,8.75,8.723333333
835,2022,7.3,7.5,6.667
835,2023,8.5,8.7,7.835
836,2022,8.3,9.2,7.583
836,2023,9.6,6.7,8.085
836,2024,6.439393939,2.75,6.25
837,2022,9.0,8.8,7.5
837,2023,9.3,7.0,7.836666667
837,2024,9.7826086955,6.75,7.5825
838,2022,7.4,6.3,9.417
839,2022,5.1,5.4,6.583
840,2022,8.2,7.8,7.5
840,2023,9.0,8.2,8.59
840,2024,9.337121212,8.0,7.946666667
841,2022,8.5,7.2,7.5
841,2023,7.2,6.9,9.84
841,2024,6.3272311215000006,3.25,5.83
842,2022,8.3,9.1,8.25
842,2023,8.5,7.9,8.01
842,2024,7.549407115,7.5,6.996666667
843,2022,9.0,9.2,8.417
844,2022,5.0,5.9,8.333
845,2022,8.8,8.7,8.417
846,2022,7.2,5.9,7.917
846,2023,8.2,6.0,8.67
847,2022,8.2,7.7,7.417
847,2023,9.1,7.6,5.84
847,2024,4.5454545455,1.0,6.245
848,2022,7.0,9.0,7.833
849,2022,8.3,9.1,7.417
850,2022,7.3,8.5,7.167
850,2023,7.9,7.3,6.265
850,2024,9.2727272725,7.75,7.92
851,2022,7.9,8.3,6.583
851,2023,7.5,6.6,6.01
851,2024,7.3221343875,6.0,5.106666667
852,2022,6.8,2.1,5.5
853,2022,9.6,8.5,8.5
853,2023,9.5,7.4,9.84
853,2024,9.5833333335,6.25,7.553333333
854,2022,9.0,9.3,7.167
854,2023,9.5,6.0,8.01
854,2024,10.0,7.0,6.333333333
855,2022,9.6,9.7,9.0
855,2023,10.0,6.8,8.67
855,2024,10.0,8.5,7.386666667
856,2022,9.1,8.4,8.0
856,2023,9.6,7.3,8.255
857,2022,8.9,9.5,9.083
857,2023,9.0,8.5,9.01
858,2022,7.1,7.7,7.333
858,2023,8.1,9.3,7.946666667
858,2024,6.833333333500001,8.25,7.5
859,2022,8.7,8.9,8.25
859,2023,9.2,7.3,10.01
859,2024,9.337121212,8.0,8.336666667
860,2022,8.5,8.1,7.75
860,2023,9.8,7.4,8.34
860,2024,9.7916666665,8.5,7.946666667
861,2023,10.0,9.6,8.92
861,2024,10.0,10.0,9.73
862,2023,9.1,8.9,8.585
862,2024,8.6136363635,7.5,6.27
863,2023,7.6,6.3,6.26
863,2024,3.159090909,5.5,4.333333333
864,2023,7.6,6.3,8.5
865,2023,8.7,7.4,7.915
866,2023,8.3,8.6,8.415
867,2023,8.6,8.9,8.415
867,2024,7.409090909,8.5,7.5
868,2023,9.5,7.1,8.67
868,2024,9.75,7.0,7.213333333
869,2023,10.0,9.6,8.75
870,2023,8.5,1.5,5.165
871,2023,9.5,6.9,6.84
871,2024,9.328063241,7.25,5.783333333
872,2023,6.7,4.3,8.5
873,2023,9.7,7.0,8.67
873,2024,10.0,6.75,7.77
874,2023,8.2,4.8,6.67
874,2024,4.696969697,7.75,7.915
875,2023,9.5,7.3,9.845
876,2023,9.4,7.5,8.835
876,2024,9.0476190475,3.75,8.09
877,2023,9.5,6.9,7.5
878,2023,9.5,8.1,7.34
878,2024,6.1363636360000005,6.75,6.996666667
879,2023,9.8,8.2,8.915
879,2024,9.090909091,8.5,8.67
880,2023,9.4,6.3,8.585
880,2024,8.445652174,6.5,7.22
881,2023,8.9,7.3,6.25
882,2023,8.6,4.7,4.16
883,2023,9.7,8.4,8.17
884,2023,9.7,8.8,8.66
884,2024,8.818181818,8.75,8.223333333
885,2023,9.8,8.7,8.665
885,2024,10.0,8.5,8.28
886,2023,9.4,8.1,9.0
886,2024,10.0,8.75,8.28
887,2023,8.9,8.4,9.09
888,2023,10.0,8.8,8.83
888,2024,10.0,8.5,8.28
889,2023,9.5,9.1,9.0
889,2024,9.2954545455,9.75,8.28
890,2023,9.1,8.3,8.16
891,2023,9.5,7.5,7.995
891,2024,9.0454545455,8.75,8.003333333
892,2023,9.6,8.3,10.01
892,2024,10.0,8.75,7.92
893,2023,10.0,9.3,10.01
893,2024,10.0,9.25,7.886666667
894,2023,9.9,9.4,10.01
894,2024,10.0,9.5,8.42
895,2023,9.5,6.8,9.5
895,2024,9.5454545455,9.5,8.113333333
896,2023,10.0,8.5,10.01
896,2024,9.7727272725,6.5,8.085
897,2023,8.1,6.5,3.32
897,2024,2.7525252525,6.0,6.66
898,2023,9.8,9.4,10.01
898,2024,10.0,7.5,8.616666667
899,2023,9.8,9.5,9.34
899,2024,9.1007905135,8.25,7.893333333
900,2023,9.8,7.8,8.67
900,2024,9.318181818,8.5,8.563333333
901,2023,8.7,7.5,8.595
902,2023,9.3,3.9,6.5
903,2023,9.6,7.8,9.01
903,2024,9.7727272725,5.0,7.946666667
904,2023,9.3,6.4,7.836666667
904,2024,8.75,6.0,8.67
905,2023,9.4,8.3,7.056666667
905,2024,7.7794117645,3.0,6.99
906,2023,9.2,8.6,6.95
907,2023,9.6,9.3,8.336666667
907,2024,8.9444444445,8.75,7.5
908,2023,9.0,7.9,8.223333333
908,2024,8.14171123,4.75,6.83
909,2023,9.9,9.2,8.056666667
909,2024,8.1666666665,8.25,7.5
910,2023,8.8,8.9,8.17
910,2024,8.674242424500001,7.5,7.443333333
911,2023,6.7,3.4,7.01
911,2024,4.772727273,4.5,4.726666667
912,2023,9.4,6.3,7.175
912,2024,9.4736842105,7.25,6.943333333
913,2023,8.5,7.9,9.245
914,2023,9.2,8.7,8.67
915,2023,8.4,8.4,8.67
916,2023,9.7,6.6,9.005
916,2024,7.3320158105,2.75,6.16
917,2023,7.2,7.0,6.35
918,2023,8.7,7.7,7.01
918,2024,8.697368421,2.75,6.156666667
919,2023,8.4,5.3,8.09
919,2024,4.692513369,5.25,6.49
920,2023,6.3,6.1,6.35
920,2024,7.6710526315,8.25,8.226666667
921,2023,9.7,6.3,6.68
921,2024,8.6631016045,6.0,7.5
922,2023,9.7,8.4,10.01
922,2024,9.5227272725,7.75,8.17
923,2023,9.9,7.3,10.01
923,2024,7.9545454545,5.5,8.17
924,2023,5.6,5.0,5.93
924,2024,4.598930481,7.0,7.415
925,2023,8.9,5.4,5.595
925,2024,7.005347594,4.75,7.33
926,2023,10.0,6.8,9.51
926,2024,9.7727272725,7.0,7.22
927,2023,9.7,6.4,9.255
927,2024,9.318181818,6.5,7.22
928,2023,10.0,9.8,9.67
928,2024,10.0,8.75,8.59
929,2023,9.8,8.8,9.67
929,2024,9.4736842105,6.75,7.58
930,2023,8.8,9.0,9.0
930,2024,9.7368421055,8.0,7.5
931,2023,8.2,7.8,7.6
931,2024,8.5833333335,8.5,6.83
932,2023,7.9,7.5,9.0
933,2023,8.4,7.7,9.67
934,2023,9.6,8.7,9.67
934,2024,9.75,8.5,7.75
935,2023,9.8,9.4,9.67
935,2024,10.0,8.5,7.83
936,2023,10.0,6.5,8.915
937,2023,9.6,9.2,9.67
937,2024,10.0,7.5,7.83
938,2023,8.4,4.2,7.5
938,2024,9.5445134575,7.75,7.665
939,2023,10.0,5.4,10.01
939,2024,8.8833992095,5.0,7.495
940,2023,8.4,6.3,7.02
941,2023,10.0,5.0,8.175
941,2024,9.25,8.75,7.665
942,2023,8.9,7.1,7.0
943,2023,9.4,8.0,9.925
943,2024,10.0,8.0,8.59
944,2023,7.6,7.5,6.67
944,2024,7.25,9.0,7.75
945,2023,9.2,7.9,6.84
945,2024,9.511904762,8.75,6.83
946,2023,9.4,9.3,7.0
946,2024,8.7976190475,4.5,7.835
947,2023,7.9,3.3,5.08
947,2024,7.619047619,4.5,4.58
948,2023,7.6,0.0,8.34
949,2023,8.1,8.9,6.5
949,2024,8.7857142855,6.5,6.495
950,2023,10.0,9.3,8.17
950,2024,9.023809524,7.0,8.0
951,2023,9.7,8.4,9.09
951,2024,9.0357142855,4.0,7.325
952,2023,9.2,9.0,8.425
952,2024,9.545454545,8.5,9.175
953,2023,8.8,8.3,7.09
953,2024,6.85770751,8.5,7.755
954,2023,8.3,7.7,8.005
954,2024,8.8833992095,7.75,7.835
955,2023,8.8,7.8,7.09
955,2024,6.904761905,5.75,8.255
956,2023,7.5,7.8,9.345
956,2024,6.017786561,3.25,7.085
957,2023,9.3,9.1,9.925
958,2023,9.8,9.3,9.84
958,2024,10.0,10.0,9.76
959,2023,9.6,7.7,8.84
959,2024,9.7368421055,9.5,7.5
960,2023,10.0,6.3,5.85
960,2024,8.095238095,3.0,5.33
961,2023,8.7,6.2,8.665
961,2024,8.8923395445,5.5,5.155
962,2023,9.2,8.7,10.01
963,2023,9.8,8.5,10.01
963,2024,9.761904762,7.5,8.045
964,2023,9.4,7.2,8.5
964,2024,8.333333332999999,7.25,7.1675
965,2023,8.2,4.7,7.18
965,2024,6.4772727275,2.25,6.83
966,2023,10.0,5.0,7.675
966,2024,8.568181818,9.0,7.335
967,2023,8.0,6.5,7.35
967,2024,3.5714285715,4.75,4.995
968,2023,9.7,8.3,10.01
968,2024,8.8095238095,7.75,7.6675
969,2023,9.7,5.5,7.51
969,2024,7.863636363499999,7.25,7.335
970,2023,8.1,9.4,9.84
971,2023,6.4,6.9,8.17
971,2024,7.909090909,6.75,6.085
972,2023,9.1,6.0,7.84
972,2024,8.3863636365,6.75,7.17
973,2023,8.6,5.2,7.415
973,2024,9.318181818,3.75,6.585
974,2023,9.1,8.8,9.34
974,2024,9.2826086955,6.5,7.5
975,2023,9.2,6.5,7.67
975,2024,7.708333333500001,8.0,7.33
976,2023,9.2,8.6,8.34
977,2023,7.4,5.8,8.085
977,2024,7.291666666499999,7.0,7.58
978,2023,9.8,8.6,9.34
978,2024,9.5,6.5,7.5
979,2023,9.6,6.0,9.51
979,2024,9.5227272725,8.25,7.335
980,2023,9.8,6.3,9.34
980,2024,9.058441558,6.25,7.4175
981,2023,9.1,5.8,9.01
981,2024,7.010869565,6.0,6.99
982,2023,9.1,8.6,8.835
982,2024,8.365800865499999,8.25,6.79
983,2023,9.9,8.8,9.415
984,2023,9.8,8.3,9.84
984,2024,9.761904762,7.0,8.045
985,2023,9.3,6.8,8.5
985,2024,10.0,7.5,7.585
986,2023,9.1,8.3,8.83
986,2024,9.2965367965,8.5,6.8325
987,2023,9.8,7.3,9.76
987,2024,9.0692640695,7.5,7.835
988,2023,8.1,8.5,9.84
988,2024,10.0,7.75,7.96
989,2023,8.1,8.3,10.01
989,2024,7.857142856999999,6.0,6.54
990,2023,8.5,7.8,10.01
990,2024,7.5,8.0,8.336666667
991,2023,9.1,7.7,9.585
991,2024,8.181818182,6.5,6.723333333
992,2023,8.2,8.0,8.84
993,2023,9.8,8.6,10.01
994,2023,9.4,6.0,7.265
994,2024,9.5326086955,8.25,7.33
995,2023,7.9,5.1,7.18
995,2024,5.3896103895,2.0,4.25
996,2023,9.2,8.6,10.01
997,2023,8.7,7.1,8.595
998,2023,9.3,7.9,9.84
999,2023,9.4,8.3,9.84
1000,2023,9.4,7.0,8.92
1000,2024,9.5454545455,7.75,7.835
1001,2023,9.1,7.8,9.17
1001,2024,9.347826087,7.75,7.92
1002,2023,9.7,7.0,8.92
1002,2024,7.833333333500001,9.25,8.25
1003,2023,8.5,4.0,8.75
1003,2024,8.6944444445,8.25,7.5
1004,2023,9.6,7.9,7.42
1004,2024,9.25,7.5,7.5
1005,2023,7.9,8.8,8.165
1006,2023,9.3,8.7,8.0
1006,2024,8.4444444445,5.0,7.5
1007,2023,7.4,8.3,7.68
1008,2023,8.6,8.4,7.5
1008,2024,6.483957219,7.0,7.5
1009,2023,9.0,8.8,7.84
1009,2024,6.8863636365000005,7.5,6.553333333
1010,2023,10.0,9.4,8.59
1011,2023,8.6,5.2,7.675
1012,2023,9.9,6.6,7.845
1012,2024,9.523809524,9.75,8.443333333
1013,2023,9.6,8.3,5.76
1013,2024,5.693779904,7.75,4.72
1014,2023,9.7,8.2,8.255
1014,2024,7.8863636365,5.25,7.0
1015,2023,9.3,6.3,7.786666667
1015,2024,7.8214285715,4.0,5.66
1016,2023,9.5,6.7,7.73
1017,2023,8.0,7.7,8.116666667
1017,2024,7.8095238095,5.0,7.443333333
1018,2023,8.5,6.3,8.06
1018,2024,7.727272727,8.25,8.45
1019,2023,9.1,4.3,7.836666667
1019,2024,9.3073593075,8.75,8.616666667
1020,2023,9.1,6.1,8.056666667
1020,2024,9.7727272725,9.0,8.84
1021,2023,9.2,3.3,7.893333333
1021,2024,9.318181818,8.0,7.95
1022,2023,8.5,4.7,7.893333333
1022,2024,9.318181818,6.5,8.116666667
1023,2023,10.0,9.1,9.06
1023,2024,9.511904762,9.5,9.563333333
1024,2023,10.0,9.8,8.95
1024,2024,10.0,10.0,8.783333333
1025,2023,8.9,7.5,7.836666667
1025,2024,7.727272727,9.0,7.783333333
1026,2023,9.8,3.2,7.06
1027,2023,9.7,6.0,8.333333333
1027,2024,10.0,5.25,8.39
1028,2023,9.2,5.0,7.946666667
1028,2024,7.055335968,7.5,8.393333333
1029,2023,6.3,5.4,8.006666667
1029,2024,8.7954545455,8.75,7.25
1030,2023,9.7,6.9,8.39
1030,2024,8.28320802,8.0,7.61
1031,2023,8.8,5.9,7.006666667
1031,2024,8.6363636365,6.25,5.83
1032,2023,9.5,6.0,7.563333333
1032,2024,9.75,8.0,7.92
1033,2023,8.9,7.9,9.006666667
1034,2023,9.0,8.3,8.393333333
1034,2024,8.0833333335,7.5,8.223333333
1035,2023,8.3,5.8,7.78
1035,2024,9.0227272725,7.0,7.92
1036,2023,9.6,8.0,8.336666667
1036,2024,9.0890269155,7.0,7.7475
1037,2023,8.4,6.7,8.17
1038,2023,9.3,6.5,8.17
1038,2024,7.5438596495,8.5,7.273333333
1039,2023,9.9,6.2,8.056666667
1039,2024,9.722222222,7.25,6.77
1040,2023,9.3,6.6,8.06
1040,2024,8.5416666665,8.25,7.273333333
1041,2023,7.2,3.3,8.003333333
1042,2023,6.5,4.3,7.666666667
1043,2023,7.9,2.5,7.833333333
1043,2024,7.994071146,8.25,6.553333333
1044,2023,9.7,6.1,8.336666667
1044,2024,9.523809524,7.0,7.21
1045,2023,9.4,7.9,8.28
1046,2023,8.5,6.3,8.223333333
1047,2023,8.5,6.9,7.893333333
1048,2023,9.5,8.2,8.5
1048,2024,6.833333333500001,6.25,8.283333333
1049,2023,7.7,6.3,7.943333333
1049,2024,8.03030303,4.5,6.745
1050,2023,9.2,7.2,8.223333333
1051,2023,8.9,8.4,8.613333333
1052,2023,9.0,5.3,7.833333333
1052,2024,9.128787879,8.25,8.4975
1053,2023,9.1,8.6,8.616666667
1054,2023,8.6,6.6,7.836666667
1054,2024,7.3291925465,6.25,6.75
1055,2023,7.2,5.5,7.276666667
1055,2024,5.7954545455,5.5,5.87
1056,2023,9.6,8.1,8.113333333
1056,2024,9.2857142855,8.25,8.335
1057,2023,10.0,6.3,8.34
1057,2024,10.0,8.0,8.17
1058,2023,8.7,5.4,7.62
1058,2024,8.095238095,7.75,8.085
1059,2023,9.8,7.6,8.673333333
1059,2024,10.0,7.5,9.23
1060,2023,8.6,5.7,8.673333333
1060,2024,6.0,3.25,6.163333333
1061,2023,9.7,9.3,8.836666667
1061,2024,10.0,8.5,8.73
1062,2023,7.7,6.2,8.503333333
1062,2024,9.047619048,7.25,8.085
1063,2023,9.5,5.9,7.89
1063,2024,9.75,7.75,6.11
1064,2023,9.8,8.6,8.84
1064,2024,9.7368421055,8.5,8.783333333
1065,2023,9.6,7.0,8.84
1065,2024,8.8152173915,9.25,8.84
1066,2023,6.6,6.2,8.783333333
